head,tail,relation,time,score
特朗普政府,美国,批评,2024-11-10,
美国,台积电,视作英雄,2024-11-10,
特朗普政府,美国,质疑,2024-11-10,
美国,台积电,认为失败,2024-11-10,
英特尔,台积电,增进,2024-10-17,
英特尔,台积电,认为失败,2024-10-17,
英特尔,台积电,威胁,2024-10-17,
英特尔,台积电,攻击,2024-10-17,
Coatsworth,英特尔,认为优秀,2024-10-17,
英特尔,台积电,损害,2024-10-17,
Coatsworth,台积电,欣赏,2024-10-17,
英特尔,台积电,认为有危机,2024-10-17,
Coatsworth,台积电,喜欢,2024-10-17,
英特尔,台积电,认为有威胁,2024-10-17,
美国,英伟达,主导,2024-09-18,
美国,中国,损害,2024-09-18,
CNBC,英伟达,认为有成就,2024-09-18,
魏松,英伟达,认为有成就,2024-09-18,
中国企业,英伟达,攻击,2024-09-18,
美国,中国,认为有威胁,2024-09-18,
大卫·津斯纳,英特尔,质疑,2024-11-20,
大卫·津斯纳,英特尔,认为优秀,2024-11-20,
英伟达,收购OctoAI,认可,2024-09-18,
英伟达,收购OctoAI,主导,2024-09-18,
英伟达,收购OctoAI,支持,2024-09-18,
英伟达,云主导地位,增进,2024-09-18,
台积电,英伟达,增进,2024-10-14,
半导体,中国企业,担忧,2024-10-24,
中美科技争端,华为,威胁,2024-10-24,
中美科技争端,华为,损害,2024-10-24,
彭博社,台积电,支持,2024-10-24,
半导体,中国企业,认为有威胁,2024-10-24,
美国,华为,损害,2024-10-24,
美国,华为,担忧,2024-10-24,
半导体,中国企业,认为非法,2024-10-24,
美国,华为,质疑,2024-10-24,
半导体,中国企业,增进,2024-10-24,
半导体,中国企业,威胁,2024-10-24,
中美科技争端,华为,认为有威胁,2024-10-24,
半导体,中国企业,损害,2024-10-24,
中国,习近平,视作英雄,2024-10-01,
美国,中国,损害,2024-10-01,
彭博社,习近平,视作英雄,2024-10-01,
乔·拜登,中国,认为有威胁,2024-10-01,
华为,AI 芯片,增进,2024-10-01,
美国,中国,攻击,2024-10-01,
CNN,中国领导人习近平,认为优秀,2024-10-01,
CNN,习近平,视作英雄,2024-10-01,
美国,中国,威胁,2024-10-01,
唐纳德·特朗普,台湾,认为有暴力,2024-12-03,
唐纳德·特朗普,台湾,认为可靠,2024-12-03,
美国,台湾,认为有威胁,2024-12-03,
唐纳德·特朗普,台湾,认为非法,2024-12-03,
唐纳德·特朗普,台湾,担忧,2024-12-03,
美国,台湾,批评,2024-12-03,
美国,美国,主导,2024-12-03,
唐纳德·特朗普,台湾,认为优秀,2024-12-03,
唐纳德·特朗普,台湾,认为恐怖,2024-12-03,
美国,台湾,质疑,2024-12-03,
唐纳德·特朗普,台湾,批评,2024-12-03,
唐纳德·特朗普,台湾,认为缺乏,2024-12-03,
唐纳德·特朗普,台湾,支持,2024-12-03,
唐纳德·特朗普,台湾,认为有威胁,2024-12-03,
唐纳德·特朗普,台湾,欢迎,2024-12-03,
唐纳德·特朗普,台湾,攻击,2024-12-03,
唐纳德·特朗普,台湾,欣赏,2024-12-03,
唐纳德·特朗普,台湾,认为失败,2024-12-03,
唐纳德·特朗普,台湾,认可,2024-12-03,
唐纳德·特朗普,台湾,相信,2024-12-03,
唐纳德·特朗普,美国,主导,2024-12-03,
美国,唐纳德·特朗普,视作英雄,2024-12-03,
美国,台湾,威胁,2024-12-03,
美国,台湾,担忧,2024-12-03,
唐纳德·特朗普,台湾,质疑,2024-12-03,
唐纳德·特朗普,台湾,感到不满,2024-12-03,
唐纳德·特朗普,台湾,认为违规,2024-12-03,
唐纳德·特朗普,台湾,认为犯罪,2024-12-03,
唐纳德·特朗普,台湾,认为有危机,2024-12-03,
唐纳德·特朗普,台湾,主导,2024-12-03,
杰弗里·赛勒,台积电,支持,2024-12-03,
唐纳德·特朗普,台湾,威胁,2024-12-03,
莫瑞斯·昌,台积电,认可,2024-06-03,
彭博社,魏哲家,认为优秀,2024-06-03,
莫瑞斯·昌,台积电,感到不满,2024-06-03,
莫瑞斯·昌,台积电,主导,2024-06-03,
路透社,台积电,认可,2024-06-03,
路透社,台积电,主导,2024-06-03,
彭博社,魏哲家,欢迎,2024-06-03,
莫瑞斯·昌,台积电,支持,2024-06-03,
莫瑞斯·昌,台积电,损害,2024-06-03,
路透社,台积电,感到不满,2024-06-03,
路透社,台积电,增进,2024-06-03,
路透社,魏哲家,视作英雄,2024-06-03,
路透社,魏哲家,认为有成就,2024-06-03,
路透社,台积电,认为优秀,2024-06-03,
莫瑞斯·昌,台积电,认为可靠,2024-06-03,
彭博社,魏哲家,质疑,2024-06-03,
莫瑞斯·昌,台积电,质疑,2024-06-03,
彭博社,魏哲家,视作英雄,2024-06-03,
路透社,台积电,损害,2024-06-03,
路透社,魏哲家,相信,2024-06-03,
路透社,台积电,认为可靠,2024-06-03,
彭博社,魏哲家,批评,2024-06-03,
美国,芯片公司,损害,2024-06-03,
路透社,台积电,认为有暴力,2024-06-03,
魏哲家,台积电,主导,2024-06-03,
路透社,魏哲家,认为热情,2024-06-03,
路透社,魏哲家,支持,2024-06-03,
莫瑞斯·昌,台积电,认为优秀,2024-06-03,
路透社,魏哲家,欢迎,2024-06-03,
莫瑞斯·昌,台积电,增进,2024-06-03,
路透社,魏哲家,质疑,2024-06-03,
魏哲家,台积电,质疑,2024-06-03,
魏哲家,台积电,认为有危机,2024-12-28,
贝恩公司,芯片短缺,担忧,2024-10-01,
贝恩公司,芯片短缺,增进,2024-10-01,
黄仁勋,台积电,认为有成就,2024-09-20,
黄仁勋,英伟达,认为有危机,2024-09-20,
黄仁勋,台积电,质疑,2024-09-20,
黄仁勋,台积电,认为可靠,2024-09-20,
黄仁勋,英伟达,认为有成就,2024-09-20,
黄仁勋,台积电,认为有暴力,2024-09-20,
黄仁勋,台积电,认为优秀,2024-09-20,
黄仁勋,台积电,认为恐怖,2024-09-20,
黄仁勋,英伟达,认为缺乏,2024-09-20,
黄仁勋,台积电,欣赏,2024-09-20,
特朗普,《芯片法案》,批评,2024-11-07,
特朗普,《芯片法案》,主导,2024-11-07,
特朗普,《芯片法案》,认为违规,2024-11-07,
唐纳德·特朗普,《芯片法案》,认为违规,2024-11-07,
台湾,美国,增进,2024-11-07,
唐纳德·特朗普,《芯片法案》,批评,2024-11-07,
特朗普,《芯片法案》,质疑,2024-11-07,
苹果公司(AAPL),《芯片法案》,批评,2024-11-07,
拜登政府,《芯片法案》,增进,2024-11-07,
拜登政府,《芯片法案》,主导,2024-11-07,
拜登政府,《芯片法案》,批评,2024-11-07,
唐纳德·特朗普,《芯片法案》,质疑,2024-11-07,
苹果公司(AAPL),《芯片法案》,质疑,2024-11-07,
特朗普,台湾,质疑,2024-11-07,
特朗普,《芯片法案》,担忧,2024-11-07,
特朗普,台湾,认为有威胁,2024-11-07,
美国,台积电,认为有成就,2024-11-02,
黄仁勋,英伟达,认为恐怖,2024-09-20,
黄仁勋,英伟达,认为可靠,2024-09-20,
黄仁勋,英伟达,认为有危机,2024-09-20,
黄仁勋,英伟达,欣赏,2024-09-20,
黄仁勋,英伟达,认为有成就,2024-09-20,
黄仁勋,英伟达,认为缺乏,2024-09-20,
黄仁勋,英伟达,质疑,2024-09-20,
黄仁勋,英伟达,认为有暴力,2024-09-20,
黄仁勋,英伟达,认为优秀,2024-09-20,
科图管理公司,菲利普·拉丰,欢迎,2024-10-30,
科图管理公司,菲利普·拉丰,视作英雄,2024-10-30,
路透社,美国,认为有威胁,2024-06-04,
黄仁勋,台积电,认为可靠,2024-09-20,
黄仁勋,台积电,认可,2024-09-20,
黄仁勋,台积电,认为优秀,2024-09-20,
投资者,台积电,认为热情,2024-09-24,
投资者,台积电,欢迎,2024-09-24,
投资者,台积电,感到不满,2024-09-24,
投资者,台积电,支持,2024-09-24,
投资者,台积电,喜欢,2024-09-24,
投资者,台积电,感到满意,2024-09-24,
投资者,台积电,认为有暴力,2024-09-24,
投资者,台积电,担忧,2024-09-24,
投资者,台积电,质疑,2024-09-24,
投资者,台积电,欣赏,2024-09-24,
投资者,台积电,认可,2024-09-24,
北京,本土芯片产业,增进,2024-06-10,
美国,针对华为的贸易限制,认为违规,2024-10-23,
法新社,美国,认为违规,2024-10-23,
美国,针对华为的贸易限制,认为非法,2024-10-23,
美国,针对华为的贸易限制,增进,2024-10-23,
台北政府官员,美国,认为违规,2024-10-23,
美国,华为,损害,2024-10-23,
《大众机械》杂志,Advance,支持,2025-01-14,
《大众机械》杂志,Advan,认为可靠,2025-01-14,
《大众机械》杂志,Advan,认为恐怖,2025-01-14,
《大众机械》杂志,Advan,认为优秀,2025-01-14,
美国,台积电,支持,2024-10-22,
路透社,亚马逊,批评,2025-01-13,
美国,英伟达,损害,2025-01-13,
路透社,亚马逊,质疑,2025-01-13,
路透社,英伟达,质疑,2025-01-13,
埃隆·马斯克,英伟达,质疑,2024-09-18,
埃隆·马斯克,英伟达,攻击,2024-09-18,
埃隆·马斯克,英伟达,质疑,2024-09-18,
美国,台湾,攻击,2024-11-19,
特朗普政府,英伟达,担忧,2024-11-19,
特朗普政府,英伟达,认可,2024-11-19,
美国,中国,威胁,2024-11-19,
特朗普政府,英伟达,感到不满,2024-11-19,
特朗普政府,英伟达,认为优秀,2024-11-19,
特朗普政府,英伟达,欣赏,2024-11-19,
美国,中国,认为有威胁,2024-11-19,
唐纳德·特朗普,市场环境,认为可靠,2024-11-19,
特朗普政府,英伟达,支持,2024-11-19,
特朗普政府,英伟达,攻击,2024-11-19,
特朗普政府,英伟达,喜欢,2024-11-19,
特朗普政府,英伟达,损害,2024-11-19,
美国,中国,攻击,2024-11-19,
"博通
博通",云和安全服务,增进,2024-12-16,
美国,中国,认为有威胁,2025-01-13,
美国,中国,威胁,2025-01-13,
《芯片法案》,全球扩张计划,支持,2025-01-15,
《芯片法案》,全球扩张计划,增进,2025-01-15,
亚利桑那州,三工厂综合体,主导,2025-01-15,
台积电,国内芯片制造,增进,2024-12-16,
CNBC,台积电,增进,2024-12-16,
CNBC,台积电,相信,2024-12-16,
瑞克·卡斯迪,台积电,认为优秀,2024-12-16,
瑞克·卡斯迪,台积电,认为违规,2024-12-16,
CNBC,台积电,担忧,2024-12-16,
亚利桑那州,台积电,主导,2024-12-16,
CNBC,台积电,认为有危机,2024-12-16,
瑞克·卡斯迪,台积电,担忧,2024-12-16,
瑞克·卡斯迪,台积电,增进,2024-12-16,
CNBC,台积电,认为优秀,2024-12-16,
瑞克·卡斯迪,台积电,认为有危机,2024-12-16,
瑞克·卡斯迪,台积电,批评,2024-12-16,
台积电,水回收项目,主导,2024-12-16,
CNBC,台积电,质疑,2024-12-16,
瑞克·卡斯迪,台积电,质疑,2024-12-16,
CNBC,台积电,认可,2024-12-16,
CNBC,台积电,认为违规,2024-12-16,
投资者,台积电,欣赏,2024-09-24,
投资者,台积电,相信,2024-09-24,
投资者,台积电,认为热情,2024-09-24,
投资者,AI繁荣的势头,担忧,2024-09-24,
投资者,台积电,认为恐怖,2024-09-24,
投资者,台积电,喜欢,2024-09-24,
投资者,台积电,认为有暴力,2024-09-24,
投资者,台积电,认可,2024-09-24,
黄仁勋,英伟达,威胁,2025-01-10,
特朗普关税,英伟达,损害,2025-01-10,
特朗普关税,英伟达,威胁,2025-01-10,
国会,特朗普关税,担忧,2025-01-10,
拜登政府,人工智能能力,增进,2025-01-10,
黄仁勋,英伟达,增进,2025-01-10,
布拉姆·伯科维茨,巴伦周刊,认可,2025-01-10,
拜登政府,限制向中国,担忧,2025-01-10,
黄仁勋,英伟达,认为有危机,2025-01-10,
彭博社,iPhone,质疑,2025-01-10,
黄仁勋,英伟达,认为优秀,2025-01-10,
黄仁勋,英伟达,相信,2025-01-10,
黄仁勋,英伟达,认为恐怖,2025-01-10,
黄仁勋,英伟达,认为有威胁,2025-01-10,
丹·艾维斯,苹果,损害,2025-01-10,
黄仁勋,英伟达,损害,2025-01-10,
国会,特朗普关税,增进,2025-01-10,
黄仁勋,英伟达,担忧,2025-01-10,
丹·艾维斯,bark,相信,2025-01-10,
彭博社,中国,认为有威胁,2025-01-10,
黄仁勋,英伟达,质疑,2025-01-10,
黄仁勋,英伟达,认可,2025-01-10,
黄仁勋,英伟达,批评,2025-01-10,
丹·艾维斯,关税对苹果的影响,担忧,2025-01-10,
黄仁勋,英伟达,认为可靠,2025-01-10,
拉巴里,英伟达,主导,2024-08-27,
卢克·拉巴里,《亚洲交易室,主导,2024-08-27,
拉巴里,亚洲交易室,主导,2024-08-27,
马克·卢什钦尼,英伟达,增进,2024-08-27,
路透社,台积电,损害,2024-08-27,
马克·卢什钦尼,英伟达,认为优秀,2024-08-27,
拉巴里,英伟达,损害,2024-08-27,
三星电子,韩国芯片制造商,损害,2024-08-27,
卢克·拉巴里,英伟达,主导,2024-08-27,
台积电,苹果,认为优秀,2024-11-26,
台积电,英伟达,认为优秀,2024-11-26,
高通收购英特尔,台积电,损害,2024-09-29,
高通收购英特尔,台积电,增进,2024-09-29,
特朗普政府,垄断监管机构,批评,2024-09-29,
美国,中国,损害,2024-08-26,
美国,中国,认为有威胁,2024-08-26,
美国,中国,质疑,2024-08-26,
CNBC,富士康,批评,2025-01-06,
CNBC,富士康,质疑,2025-01-06,
CNBC,富士康,担忧,2025-01-06,
埃隆·马斯克,英伟达,认为恐怖,2024-09-18,
埃隆·马斯克,英伟达,攻击,2024-09-18,
埃隆·马斯克,英伟达,质疑,2024-09-18,
埃隆·马斯克,英伟达,认为失败,2024-09-18,
特朗普政府,台积电,损害,2024-11-18,
特朗普政府,制造业,增进,2024-11-18,
特朗普政府,国内制造业,增进,2024-11-18,
拜登政府,《芯片与科学法案》,主导,2024-11-18,
台积电,OpenAI,主导,2024-10-28,
台积电,定价能力,增进,2024-11-26,
台积电,毛利率,增进,2024-11-26,
英国,Avantek,主导,2024-10-19,
约翰·马奇,《巴伦周刊》,认可,2025-01-01,
特朗普政府,全自动驾驶（FSD）,增进,2025-01-01,
Dan Ives,特斯拉,认可,2025-01-01,
Dan Ives,特斯拉,认为优秀,2025-01-01,
马克·扎克伯格,《巴伦周刊》,认可,2025-01-01,
Dan Ives,特斯拉,认为可靠,2025-01-01,
Russ Mould,台积电,相信,2025-01-10,
Russ Mould,台积电,认为恐怖,2025-01-10,
Russ Mould,台积电,认可,2025-01-10,
Russ Mould,台积电,认为优秀,2025-01-10,
Russ Mould,台积电,认为可靠,2025-01-10,
美国,出口禁令,增进,2025-01-08,
美国,阿斯麦,损害,2025-01-08,
美国,出口禁令,认为违规,2025-01-08,
投资人,台积电,欣赏,2024-11-05,
投资者,沃伦·巴菲特,喜欢,2024-11-05,
投资人,台积电,损害,2024-11-05,
投资人,台积电,增进,2024-11-05,
投资者,沃伦·巴菲特,视作英雄,2024-11-05,
投资者,沃伦·巴菲特,感到满意,2024-11-05,
投资者,沃伦·巴菲特,认为有成就,2024-11-05,
投资人,台积电,认为热情,2024-11-05,
投资人,台积电,认可,2024-11-05,
投资人,台积电,认为非法,2024-11-05,
投资人,台积电,认为优秀,2024-11-05,
投资人,市盈率,增进,2024-11-05,
台积电,人工智能泡沫的形成,担忧,2024-11-05,
投资人,台积电,认为缺乏,2024-11-05,
投资人,台积电,主导,2024-11-05,
投资人,台积电,感到不满,2024-11-05,
投资人,台积电,欢迎,2024-11-05,
投资人,台积电,认为可靠,2024-11-05,
投资人,台积电,支持,2024-11-05,
投资人,台积电,喜欢,2024-11-05,
投资人,台积电,认为犯罪,2024-11-05,
投资人,台积电,担忧,2024-11-05,
投资人,台积电,质疑,2024-11-05,
投资人,台积电,感到满意,2024-11-05,
投资者,沃伦·巴菲特,欣赏,2024-11-05,
投资人,台积电,视作英雄,2024-11-05,
投资人,台积电,认为有成就,2024-11-05,
投资人,台积电,认为违规,2024-11-05,
投资者,沃伦·巴菲特,认为恐怖,2024-11-05,
投资人,台积电,认为有暴力,2024-11-05,
投资人,台积电,认为失败,2024-11-05,
投资人,台积电,批评,2024-11-05,
投资人,台积电,相信,2024-11-05,
投资人,台积电,认为有危机,2024-11-05,
投资者,沃伦·巴菲特,认为优秀,2024-11-05,
投资人,台积电,认为恐怖,2024-11-05,
投资者,沃伦·巴菲特,主导,2024-11-05,
投资人,台积电,认为有威胁,2024-11-05,
投资人,台积电,攻击,2024-11-05,
投资人,台积电,威胁,2024-11-05,
投资者,沃伦·巴菲特,认为可靠,2024-11-05,
投资者,沃伦·巴菲特,质疑,2024-11-05,
特朗普政府,美国,主导,2024-11-10,
美国,台积电,认为有威胁,2024-11-10,
特朗普政府,台湾,批评,2024-11-10,
特朗普政府,美国,认为违规,2024-11-10,
美国,台积电,攻击,2024-11-10,
美国,台积电,损害,2024-11-10,
特朗普政府,台湾,质疑,2024-11-10,
美国,台积电,攻击,2024-11-10,
美国,台积电,损害,2024-11-10,
特朗普政府,美国,欣赏,2024-11-10,
特朗普政府,美国,批评,2024-11-10,
特朗普政府,台积电,损害,2024-11-10,
特朗普政府,美国,质疑,2024-11-10,
美国,台积电,威胁,2024-11-10,
彭博社,特朗普政府,认为有威胁,2024-11-08,
迈克·约翰逊,废除《芯片法案》,认为非法,2024-11-08,
路透社,特朗普政府,认为有威胁,2024-11-08,
美国,特朗普政府,认为有威胁,2024-11-08,
国会,特朗普政府,认为有威胁,2024-11-08,
美国,半导体,增进,2024-11-08,
共和党,迈克·约翰逊,视作英雄,2024-11-08,
美国,特朗普政府,认为有威胁,2024-11-08,
台积电,特朗普政府,认为有威胁,2024-11-08,
台积电,苹果,认为优秀,2024-11-26,
台积电,毛利率,增进,2024-11-26,
英特尔,台积电,威胁,2024-10-20,
英特尔,芯片制造能力,增进,2024-10-20,
英特尔,台积电,攻击,2024-10-20,
英特尔,台积电,损害,2024-10-20,
投资者,英伟达,认为缺乏,2025-01-06,
投资者,英伟达,认为可靠,2025-01-06,
投资者,英伟达,认为有成就,2025-01-06,
投资者,英伟达,认可,2025-01-06,
投资者,英伟达,认为优秀,2025-01-06,
汤姆·唐,投资者,认为热情,2025-01-06,
投资者,英伟达,认为失败,2025-01-06,
投资者,英伟达,认为有危机,2025-01-06,
投资者,英伟达,担忧,2025-01-06,
黄仁勋,投资者,认为热情,2025-01-06,
微软公司（MSFT）,投资者,认为热情,2025-01-06,
投资者,英伟达,认为有威胁,2025-01-06,
投资者,英伟达,认为恐怖,2025-01-06,
汤姆·唐,黄仁勋,视作英雄,2025-01-06,
投资者,英伟达,质疑,2025-01-06,
丹·埃维斯,唐纳德·特朗普,视作英雄,2025-01-06,
投资者,英伟达,相信,2025-01-06,
黄仁勋,人工智能数据中心,增进,2024-12-29,
Alphabet,AI训练,增进,2024-09-26,
Alphabet,AI芯片,增进,2024-09-26,
唐纳德·特朗普,台湾,认为有危机,2024-12-03,
唐纳德·特朗普,台湾,认为恐怖,2024-12-03,
美国,台湾,担忧,2024-12-03,
